name,taste
生菜,鲜
蔬菜拼盘,鲜
粉条,咸
蘸料,咸
牛肚,鲜
素拍黄瓜,咸
宽粉,咸
小酥肉,咸
蟹棒鱼豆腐拼,鲜
豆皮,咸
娃娃菜,鲜
山楂片,酸
涮肉,鲜
大片毛肚锅,鲜
红糖糍粑,甜
鱿鱼圈,鲜
炒鸡,咸
牛上脑大庄园,鲜
肥羊粉,鲜
精选猪里脊,鲜
水晶粉,鲜
鱼皮玉米脆,咸
精选鸭血,鲜
肥牛一号,鲜
大绿茶,甜
黄金小馒头,咸
香菜,鲜
新西兰羊排,鲜
腌制羊肉,鲜
麻酱,甜
清汤锅,鲜
青菜拼盘,鲜
炸豆皮,咸
您作煮肥牛,鲜
超级大虾,鲜
炝拌菜,咸
土豆,鲜
玉米面条,咸
海带根,咸
阿根廷红虾,鲜
肥羊粉,鲜
手切鲜羊肉,鲜
酸菜,酸
骨髓,鲜
特色肥牛,鲜
五花肉,鲜
手工虾滑,鲜
带籽梧桐花,甜
酸梅汤,酸
冻豆腐,鲜
猪脑,鲜
螃蟹,鲜
海鲜蛎蝗,鲜
虾饼,鲜
肥羊肥牛,鲜
小拌菜,咸
虾片,鲜
鸳鸯锅,辣
蘑菇滑,鲜
鸡蛋,鲜
蟹棒,鲜
捞汁什锦,咸
香麻辣锅,辣
手切鲜羊排,鲜
海鲜组合,鲜
扇贝,鲜
百叶,鲜
手切上脑羊肉,鲜
蔬菜拼盘,鲜
什锦水果罐头,甜
三文鱼,鲜
刺身肥牛,鲜
番茄锅,酸
鱿鱼圈,鲜
涮肉,鲜
红蕃锅,酸
雪莲鸡丸,咸
麻辣烫,辣
炸鸡皮串,咸
芝麻酱,咸
面筋,咸
麻辣拌,辣
肥肠小面,咸
青菜小面,咸
牛肉小面,咸
重庆小面,咸
双拼小面,咸
小油条,甜
鱼豆腐,咸
炸火腿肠串,咸
珍珍饮料,甜
香芋红薯丸子,甜
鸡柳棒,咸
大头菜串,鲜
鸡脖,咸
骨肉相连,咸
脉动饮料,甜
大白梨饮料,甜
鲜蘑串,鲜
土豆片串,鲜
干豆腐卷,鲜
咖啡,甜
原味奶茶,甜
香芋味奶茶,甜
劲脆鸡腿堡,咸
炸鸡翅,咸
薯条,咸
特色冷面,咸
特色凉拌面皮,咸
红茶,甜
福袋,咸
虾饼,鲜
醋包,酸
牛肉丸,咸
辣椒油,辣
麻酱调味包,咸
小汽水,甜
特色面,咸
麻辣凉皮,辣
鱼丸米粉,咸
名人矿泉水,鲜
鸡排,咸
东北豆奶,甜
龙虾丸子,鲜
麻辣面,辣
清汤小面,咸
海鲜小面,鲜
耙鸡脚,咸
炸酥肉,咸
麻辣牛肉,辣
楠三孃现炒锅底,辣
功夫猪肝,咸
卤肥肠,咸
鸭血,鲜
烧椒皮蛋丸子,辣
脆毛肚,鲜
嫩牛肉,鲜
糯猪蹄,咸
自制午餐肉,咸
手打柠檬绿,甜
麻辣排骨,辣
番茄鸳鸯锅,酸
杨枝甘露雪山冰,甜
黄金嫩肉片,咸
九宫格特色拼盘,咸
辣锅包肉,辣
烧耙芋儿,甜
耙鸡爪,咸
抹茶红豆冰沙,甜
干贡菜,甜
酸菜鸳鸯锅,酸
耙蹄筋,咸
鲜鸭肠,鲜
谷饲肥牛,鲜
天顺源羔羊肉卷,鲜
耙猪脚,咸
苕粉,鲜
大刀腰片,咸
澳洲雪花肥牛,鲜
芒果绵绵冰,甜
青提雪山冰,甜
卤鹌鹑蛋,咸
屠场毛肚,鲜
冰粉,甜
杏皮茶,甜
天顺源高钙羊肉,鲜
糍粑,甜
菌汤鸳鸯锅,鲜
脑花,鲜
8秒海带苗,鲜
咖喱鸡肉,咸
火龙果鱼籽虾滑,鲜
面筋虾滑,鲜
牛乳雪山冰,甜
茼蒿,鲜
菊花水,甜
黄喉,鲜
火锅面,咸
新西兰高钙肉,鲜
草原肥牛,鲜
螃蟹腿,鲜
美味番茄锅,酸
呼伦贝尔羊肉卷,鲜
巴椒毛肚,鲜
手擀面,咸
牛黄喉,鲜
黑千张,鲜
小料,咸
千层肚,鲜
羔羊排卷,鲜
自制酸奶,酸
精品五花肉,咸
撒尿牛丸,咸
鸭血,鲜
蟹黄包,鲜
牛骨髓,鲜
鸳鸯贝,鲜
猪肉大葱小饺,咸
菌拼,鲜
午餐肉,咸
特色咖喱锅,辣
清锅,鲜
麻辣牛肉,辣
滋补骨汤锅,鲜
蜀香麻辣锅,辣
青菜拼盘,鲜
虾滑面筋球,鲜
养生菌汤锅,鲜
巴椒扇酥肉,鲜
海鸭蛋虾丸,鲜
海鲜锅,鲜
新西兰高钙羊肉,鲜
草原羊排卷,鲜
蟹子丸子滑,鲜
生菜,鲜
鲜嫩竹笋尖,鲜
海鲜汁,鲜
扯面,咸
炸豆皮,咸
红薯片,甜
大白菜,鲜
白玉菇,鲜
黑木耳,鲜
葱花,鲜
白糖,甜
肥羊粉,鲜
鸭肚,鲜
烤原味牛肋骨肉,咸
辛氏调味牛排,鲜
烤口蘑,咸
辛氏酱汤,咸
烤五花肉,咸
调味牛舌,鲜
石锅拌饭,咸
调味牛五花,鲜
招牌牛肉小土豆焖饭,咸
冷面,咸
烤香辣鸡翅,辣
海带汤,鲜
海鲜饼,鲜
泡菜饼,咸
烤牛胸口,鲜
牛五花肉,鲜
烤调味猪排,咸
烤肠,咸
烤肉小料,咸
苏子叶,鲜
辛氏调味牛肋条,鲜
香煎土豆饼,咸
水果沙拉,甜
调味猪排,咸
辣白菜炒饭,辣
全州拌饭,咸
牛肉豆腐汤,鲜
豆面打糕,甜
蔬菜拼盘,鲜
拌干豆腐丝,咸
辛拉面,咸
黄花鱼,鲜
饭团,鲜
烧牛尾,咸
韩式炒杂菜,咸
生菜,鲜
韩式拌家凉,咸
炸酱面,咸
烤猪五花,咸
调汁羊排,鲜
青拼,鲜
营养海苔拌饭,咸
银鱼花生米,鲜
炒米条,咸
开胃小菜,咸
黑椒牛肉炒饭,咸
烤胸口肉,咸
烤黑椒新西兰羊排,鲜
烤醋大拌菜,酸
烤地瓜,甜
芝士年糕火锅,咸
肥牛年糕火锅,咸
鱼饼,鲜
辛拉面,咸
海鲜年糕火锅,鲜
韩式炒饭,鲜
海苔饭团,鲜
萝卜干,咸
辣白菜咸菜,辣
部队年糕火锅,咸
蔬菜年糕火锅,咸
排骨年糕火锅,咸
特色辣酱炒饭,辣
明洞年糕火锅,咸
小咸菜,咸
夹心芝士年糕,甜
肥牛火锅芝士火锅,鲜
海鲜肥牛火锅,鲜
一米鸡餐,咸
真露清酒,辣
玉米年糕火锅,甜
鱼片,鲜
自制米酒,甜
乌冬面,咸
地狱鸡翅,辣
普通年糕,甜
芝士鸡排,咸
香炸牛肉,咸
千叶豆腐,咸
可乐,甜
水果沙拉,甜
炸薯条,咸
金针菇,鲜
年糕拼盘,甜
气泡牛奶,甜
rio,甜
全州拌饭,咸
炒鸡排,咸
芝士海鲜锅,鲜
费尔德堡,咸
鲍鱼卷,鲜
麻辣土凤爪,咸
南瓜球,甜
年糕火锅餐,咸
三道鳞炸鱼,鲜
牛蛙锅,鲜
香辣虾,辣
回锅肉,咸
地三鲜,鲜
尖椒干豆腐,辣
蜜汁梅肉,甜
韩国烤肠,咸
秘制羊排肉,鲜
传统牛肉,鲜
烤肉,咸
黑椒牛扒,鲜
生菜,鲜
A级眼肉,鲜
澳洲肥牛,鲜
朝鲜冷面,咸
芝士口蘑,咸
牛一大腰子,鲜
牛一干豆腐丝,咸
土豆片,鲜
石锅拌饭,咸
锡纸金针菇,鲜
千叶豆腐,咸
皮蛋豆花,咸
五花肉,鲜
辣白菜炒饭,辣
烤土豆,咸
锡纸芝士玉米,甜
牛眼肉,鲜
酱油炒饭,咸
酸黄瓜,酸
水源牛扒,咸
海鲜饼,鲜
蘸料,咸
小香肠,咸
扬州炒饭,咸
手撕大拌菜,鲜
蚕蛹,咸
肥牛上脑,鲜
烤羊排,鲜
特色烤牛心,鲜
珍珠汤,咸
地瓜片,甜
香菇,鲜
烤翅,咸
烤生蚝,鲜
自制肉肠,咸
海鲜锅,鲜
奥尔良鸡翅,咸
烤猪手,咸
芝士烤榴莲,甜
大块肉,咸
猪梅肉,咸
面包片,甜
疙瘩汤,咸
牛腰子,鲜
冷面,咸
狗肉汤,咸
石锅拌饭,咸
锅包肉,咸
大块肉（大）,咸
辣白菜土豆片,辣
素炒干豆腐,咸
煎打糕,甜
风味鳕鱼,鲜
烤牛肉,鲜
高丽九折板,咸
干豆腐丝,咸
红烧牛尾,咸
首尔海鲜饼,鲜
泡菜,咸
大酱汤,咸
桔梗菜,咸
辣炒年糕,辣
釜山牛肉,咸
辣白菜炒五花肉,辣
香汁鳕鱼,鲜
玉米饼,甜
九折板萝卜片,鲜
黄蘑土豆片,咸
辣白菜炒饭,辣
酸汤鱼,酸
石锅燕麦牛仔骨,咸
红烧日本豆腐,咸
鱼香茄子煲,咸
乡村烧菜,咸
石锅煲牛腩,咸
火燎鸡胗,咸
凉拌豆芽,咸
脆皮鲜奶,甜
尖椒拍蒜大肠,辣
香煎松鱼,鲜
米酒,甜
口蘑五花肉,咸
虾片,鲜
椒盐肘子,咸
辣妹子五花肉,辣
铁板鱿鱼,鲜
水果沙拉,甜
铁板大全,咸
干萝卜丝,咸
香皮炒尖椒,辣
猪肝炒蒜苗,咸
黑椒牛扒,鲜
酸菜五花肉,酸
韩味海兔子,鲜
烤调味牛五花肉,咸
调味牛排骨肉,咸
辛氏调味牛排,鲜
烤口蘑,咸
辛氏酱汤,咸
韩式石锅拌饭,咸
苏子叶,鲜
土豆饼,咸
烤调味牛舌,咸
美味烤鸡翅,咸
豆面打糕,甜
辛式调味牛排,鲜
韩式烤肉,咸
冷面,咸
生菜,鲜
辣白菜炒饭,辣
酱土豆,咸
蒜香肥牛,鲜
海鲜葱煎饼,鲜
烤调味猪排,咸
炭火烤肉,咸
新鲜五花肉和牛肉,鲜
蔬菜海鲜饼,鲜
黄花鱼,鲜
泡菜饼,咸
海带汤,鲜
韩式烤肠,咸
烤黑椒新西兰羊排,鲜
烤牛胸口,鲜
炒年糕,咸
海苔捏捏饭,咸
辛拉面,咸
烤牛肋条,鲜
紫菜寿司,咸
黑椒牛排,鲜
大麦茶,甜
小料费,咸
蔬菜拼盘,鲜
海鲜葱饼,鲜
银鱼花生米,鲜
猪排肉,咸
盐烤大虾,鲜
饭团,咸
烤地瓜,甜
煎刀鱼,鲜
韩式拌家凉,咸
柠檬汁,甜
牛肉火锅面,咸
开胃小菜,咸
烤黑椒牛五花,咸
烤原味牛肋骨肉,咸
烤调味牛五花肉,咸
烤口蘑,咸
原味牛排,鲜
辛氏调味牛排,鲜
辛氏酱汤,咸
冷面,咸
烤调味牛舌,咸
烤猪五花,咸
招牌牛肉小土豆焖饭,咸
韩式拌饭,咸
石锅拌饭,咸
烤香辣鸡翅,辣
海鲜饼,鲜
辣白菜炒饭,辣
小料,咸
生菜,鲜
香煎土豆饼,咸
牛肉汤,鲜
海带汤,鲜
豆面打糕,甜
韩式拌家凉,咸
黄花鱼,鲜
青拼,鲜
蜜汁烤鸡翅,甜
烤地瓜,甜
赠的小土豆,鲜
煎刀鱼,鲜
银鱼花生米,鲜
开胃小菜,咸
饭团,咸
水果沙拉,甜
苏子叶,鲜
烤胸口肉,咸
煎豆付,咸
韩式烤肠,咸
烤调味猪排,咸
全州拌饭,咸
米酒,甜
豆味打糕,甜
调味羊排,鲜
风味拌茄子,咸
小咸菜,咸
羊排肉,鲜
玉米沙拉,甜
辛拉面,咸
秋刀鱼,鲜
牛肉火锅面,咸
蒜香肥牛,咸
炒米条,咸
三文鱼大满足,鲜
秋天的童话寿司,鲜
甜虾,鲜
秋天的童话,鲜
芝士焗大虾,鲜
渔跃豪华寿司拼盘,鲜
盐烤大虾,鲜
日式炸鸡块,咸
三文鱼拼北极贝,鲜
冰爽刺身拼盘,鲜
芝士焗蟹煲王,鲜
鳗鱼饭,鲜
豚骨拉面,鲜
鹅肝寿司,鲜
金枪鱼刺身,鲜
沙律寿司拼盘,鲜
肥牛泡菜豆腐锅,鲜
带子裙边,鲜
生鱼片,鲜
蟹宝,鲜
芝士炸虾卷寿司,鲜
北海道寿司礼盒,鲜
日式蒜蓉焗生蚝,鲜
北极贝,鲜
玫瑰拼盘,鲜
鳗鱼寿司,鲜
三文鱼寿司,鲜
金枪鱼沙拉,鲜
牛舌厚烧,咸
南瓜蛋挞,甜
千岛酱蔬菜沙拉,甜
中华海藻,鲜
飞鱼籽寿司,鲜
日式清酒,辣
盐烤秋刀鱼,鲜
辣白菜牛肉炒乌冬面,辣
蟹籽沙拉,鲜
雪龙肥牛火锅,鲜
七品刺身大船,鲜
蒜蓉烤生蚝,鲜
盐烤黑椒三文鱼头,鲜
鱼籽虾虾卷,鲜
龙虾沙律寿司,鲜
芥末章鱼,辣
寿喜烧牛肉火锅,鲜
海螺肉,鲜
日式鸡米花,咸
三文鱼海胆井,鲜
大福甜品,甜
铁板香煎鹅肝,咸
芝士年糕火锅,咸
铁板鸡,咸
遇见鸡排,咸
无骨炸鸡单人,咸
蜂蜜芥末炸鸡,甜
遇见鸡排炒饭,咸
可乐,甜
学长炸鸡,咸
炸鸡啤酒,咸
寿司,咸
咖喱鸡肉饭,辣
海鲜鸡排,鲜
韩国拉面,咸
车学长火锅,咸
炒年糕,咸
海鲜年糕火锅,鲜
有骨炸鸡,咸
辛拉面,咸
韩国拉面」「,咸
土豆片,咸
八爪鱼,鲜
火辣鸡爪,辣
香芋红薯丸子,甜
海太葡萄汁,甜
琥珀小酥肉,咸
鸡肉洋葱圈,咸
珍珍荔枝,甜
炒筋面,咸
迷你炸鸡套餐,咸
烧椒鸡肉饭,辣
学长炸鸡单人餐,咸
无骨炸鸡单人餐,咸
有骨炸鸡单人餐,咸
年糕火锅三人套餐,咸
鱼饼,鲜
鸡蛋,鲜
乌冬面,咸
火腿年糕火锅,咸
牛肉年糕火锅,咸
学长年糕火锅,咸
黑椒鸡排饭,咸
咖喱鸡排饭,咸
紫菜卷饭,咸
牛奶汽水,甜
藤椒鸡块,辣
笑脸薯,甜
至Q虾球,鲜
玉米沙拉,甜
上校鸡块,咸
鱿鱼圈,鲜
飘香大片梅肉,咸
黑胡椒大片肉,咸
丹东肥蚬子,鲜
黑椒大片牛肉,咸
蒜香肥牛,咸
黑椒大片牛排,咸
酱油炒饭,咸
烤肉,咸
加州五花肥牛,鲜
丹东特色豆腐,咸
原味五花肉,鲜
小菜,咸
蘸料,咸
酸菜五花肉,酸
功夫牛肉,咸
孜香大片羊肉,咸
生蚝,鲜
原味羊排肉,鲜
韩式烤肠,咸
密汁梅肉,甜
西瓜,甜
陈醋海带根,酸
青虾,鲜
石锅拌饭,咸
生菜,鲜
地瓜片,甜
碳烤牛排,鲜
辣白菜炒饭,辣
法式培根,咸
蚕蛹,咸
皮蛋豆花,咸
韩式冷面,咸
孜香大片羊,咸
韩式烤鱿鱼,鲜
虾片,鲜
太厚毛肚锅,鲜
香煎玉米饼,咸
韩式烤鳕鱼,鲜
鸡翅,咸
素拍黄瓜,咸
香煎豆腐,咸
金针菇,鲜
辣酱,辣
小炒黄牛肉,鲜
蘑菇拼盘,鲜
韩式干豆腐丝,咸
芝士玉米粒,甜
孜香新西兰羊排肉,鲜
飘香大片梅肉粽,咸
牛腰子（原油）,鲜
高钙羊肉,鲜
酸菜,酸
实蛋炒肠,咸
蘸料,咸
雪花牛肉,鲜
五花肉,鲜
圆葱,鲜
金针蘑,鲜
毛肚,鲜
菠菜,鲜
珠江面,咸
蔬菜拼盘,鲜
青菜拼盘,鲜
香菜,鲜
梅林午餐肉,咸
白菜,鲜
蒙古烤肉,鲜
土豆条,鲜
金针菇,鲜
蟹棒,鲜
烤大虾,鲜
鱼豆腐,咸
素拍黄瓜,咸
火锅面,咸
油麦菜,鲜
煎笨鸡蛋,咸
龟锅鸡爪,咸
青岛纯生,辣
百威,辣
龟锅大虾,鲜
珍珠奶茶,甜
鸡丸子,咸
麻辣牛板筋,辣
墨鱼丸子,鲜
木耳,鲜
大庄园羊排肉卷,鲜
青梅绿茶,甜
橙汁,甜
梅菜竹笋丝,鲜
格瓦斯,辣
章鱼丸,鲜
牛腰子,咸
馒头,甜
肥羊粉,鲜
老虎菜,辣
红茶,甜
水晶粉,咸
开卫,甜
龟锅小鸡腿,咸
生菜,鲜
酸菜五花肉,酸
烤牛肉,鲜
烤豆角,咸
烤土豆片,咸
烤金针菇,咸
烤羊肉,鲜
烤肥羊粉,鲜
冷面,咸
烤五花肉,咸
煎打糕,咸
鳕鱼,鲜
拌饭,咸
炒年糕,咸
烤茄子,咸
干煸豆角,咸
烤土豆烤牛筋,鲜
烤地瓜片,咸
肥牛海带汤,鲜
鸡公煲,鲜
烤肥肠,咸
羊排,鲜
海鲜饼,鲜
大酱汤,咸
烤油麦菜,咸
烤杏鲍菇,咸
烤鱿鱼,鲜
火辣鸡爪,辣
烤牛胸口,鲜
娃娃菜,鲜
烤里脊,咸
铁板豆腐鸡蛋,咸
锡纸海鲜包,鲜
韩式烤肉,咸
烤蘑菇,咸
牛肉筋,咸
炸鲜奶,甜
拷鸡心,咸
烤实蛋,咸
烤鸡翅鸡,咸
老虎菜,辣
烤牛胸口肉,鲜
烤爆肚,咸
烤护心肉,咸
烤鸡蛋韭菜,咸
烤蚕蛹,咸
泡菜汤,酸
芝士黑椒牛肉饭,咸
海鲜辣炒炸酱面,鲜
石板肥牛金针菇,鲜
石板明太鱼,鲜
筋饼,咸
春饼,咸
香辣肉丝,辣
鱼香肉丝,咸
炒土豆丝,咸
酱炒鸡蛋,咸
熏肉,咸
二米粥,鲜
软炸里脊,咸
水缸豆芽干豆腐,咸
炒合菜,咸
酸黄瓜肉丝,酸
麻酱拉皮,咸
香椿炒蛋,咸
锅包里脊,咸
山药小枣大麦粥,甜
树椒土豆丝,辣
软炸虾仁,鲜
杏鲍菇炒肉丝,咸
老汤肘子,咸
豆芽炒粉,咸
葱花鸡蛋,咸
海参卷饼,鲜
洋葱丝,鲜
榨菜肉丝,咸
酥鲫鱼,咸
黄豆小菜,咸
炒酸黄瓜丝,酸
酱牛肉,咸
什锦凉菜,咸
酸菜粉,酸
卷饼配料,咸
炒豆芽肉丝,咸
甜面酱,甜
辣子鳕鱼,辣
麻辣鳕鱼,辣
有机渍菜粉,咸
炝青笋丝,咸
京酱肉丝单人餐,咸
有机酸菜炒粉条,咸
酸梅汁,酸
原味酸奶,酸
肘花拍黄瓜,咸
油焖茄瓜,咸
杂菌汤,鲜
滑溜里脊丝,咸
蒜泥肘花,咸
油饼,咸
珍珍荔枝,甜
油焖尖椒,辣
干炸丸子,咸
原汁牛肉,鲜
酥炸肉,咸
水爆肚,鲜
鸡蛋炸馒头片,咸
麻酱大拉皮,咸
葱油灼龙鱼,鲜
松子仁烧茼蒿,咸
怀旧樱桃肉,甜
老味熏三黄鸡,咸
金牌滚豆腐,咸
蓝莓山药泥,甜
鱼香肉丝,咸
宫保鸡丁,咸
熏三黄鸡,咸
干煸四季豆,咸
同合居干炸丸子,咸
水煮肉片,辣
家传红烧肉,咸
海鲜毛血旺,鲜
麻酱肉沫拌拉皮,咸
东北脊骨炖酸菜,酸
美味油麦菜,咸
肉沫扒茄子,咸
养生拌菜,咸
山东拌菜,咸
洋葱炒肝,咸
干锅有机菜花煲,咸
山东酸辣汤,酸
干锅有机菜花,咸
酸甜小萝卜,酸
麻婆豆腐,咸
老酸奶拌草莓穿心莲,酸
熏猪手,咸
老哈熘三样,咸
炒双鲜,鲜
咱家木须肉,咸
牛肉慢炖番茄,酸
香喷喷的米饭,鲜
儿童餐,咸
2小时文火焖黄花鱼,鲜
经典蛋炒饭,咸
冬瓜炒青笋,咸
松仁玉米,咸
铁板烤肉,咸
美味熘三菇,鲜
松仁炒茼蒿,咸
香甜紫薯球,甜
乳酸菌,酸
葱油饼,咸
私房豆腐,咸
现磨豆浆,鲜
咖喱肥牛土豆泥,咸
锅包肉,咸
小磨滋味肉,咸
宫保鸡丁,咸
麻酱拉皮,咸
小土豆烧排骨,咸
香汁茄子,咸
花生猪蹄,咸
小磨大拌菜,咸
山东拌菜,咸
白灼西生菜,咸
花生猪手煲,咸
菜团子肉,咸
干锅有机花菜,咸
水煮肉片,咸
玉米小烙,咸
玉米饼,甜
营养豆浆,甜
蟹黄豆花,鲜
干煸豆角,咸
歌乐山辣子鸡,辣
马勺冒菜,咸
我吃我爱的鲈鱼,鲜
石锅牛排?土豆,鲜
港式葱油饼,咸
菌香炒饭,咸
菜团子,咸
菠萝咕咾肉,甜
豆角拌面,咸
儿童餐,咸
酸菜鱼片,酸
蓝莓豆腐花,甜
手打原浆豆腐,鲜
干煸四季豆,咸
蒜蓉开边虾,鲜
干炸带鱼,鲜
擂椒炒肉,咸
火爆手撕包心菜,咸
金桔柠檬汁,甜
地三鲜,鲜
五花肉压黄金勾,咸
红豆清糖饼,甜
冰橘柠檬乐,甜
湘蒜爆鱿鱼,鲜
香酥鸡翅,咸
排骨炖土豆,咸
石锅黑椒鱼,咸
奶香水果沙拉,甜
黄金饼,咸
拆骨肉酸菜粉丝锅,酸
坛肉,咸
葱油饼,咸
拆骨肉豆腐砂锅,咸
小白菜丸子锅,咸
风味麻酱拉皮,咸
粉肠,咸
酥鲫鱼,咸
炝土豆丝,咸
酸菜白肉锅,酸
皮蛋豆腐,咸
裙菜豆腐砂锅,咸
丹麦饼,甜
草帽饼,咸
牛肉蒸饺,咸
三鲜水饺,鲜
豆腐丸子砂锅,咸
牛肉柿子锅,酸
牛腩煲,咸
砂锅烧汁肉段,咸
酱骨架,咸
蒜香茄子,咸
麻团,甜
松仁土豆丝,咸
香米饭,鲜
玉米饼,甜
丹麦大饼,甜
酸菜羊肉粉丝锅,酸
老油饼,咸
蒜香烧鸭,咸
萝卜丸子锅,咸
菠萝咕咾肉,咸
酸菜猪肉水饺,酸
扒牛肉,咸
西湖素肉,咸
马哈鱼蒸饺,鲜
猪肉玉米馅饺子,咸
淮阳狮子头砂锅,咸
白菜馅水饺,咸
芹菜馅水饺,咸
酸菜柴骨肉砂锅,酸
酸菜羊肉粉丝,酸
蒜油海带丝,咸
香菜猪肉馅饼,咸
咖喱肉段砂锅,辣
自制皮冻,咸
雪菜鱼肉砂锅,鲜
虾仁青瓜水饺,鲜
土豆饼,咸
锅包肉,咸
大花卷,咸
雪乡杀猪菜,咸
古法炖野生胖头鱼,鲜
俄式烤大排,咸
风味大盘凉菜,咸
满族鱼籽打包饭,咸
松花鸡炖榛蘑粉,咸
烤鱼,咸
达斡尔烤猪排,咸
查干湖德莫利炖鱼,鲜
焦溜双段,咸
酥黄菜,咸
老旗营汆锅底,咸
老坛子酱猪蹄,咸
招牌熏骨架,咸
坑烤拼盘,咸
酥皮肘子,咸
什锦野菜丸子,咸
雪衣豆沙,甜
小鸡炖蘑菇,咸
香辣鹿板筋,辣
干炸丸子,咸
摄政王铁锅焖饼,咸
小鸡蘑菇粉,咸
煎粘豆包,甜
鱼汤,鲜
蔬菜丸子,咸
俄式羊肉大串,鲜
大鱼头,鲜
香汁拉皮,咸
最东北蘸酱菜,咸
自制有机黑米大拉皮,咸
干炸冰棍,甜
大公鸡,咸
松花鸡蘑菇粉,咸
自制麻酱大拉皮,咸
最东北大盘鸡,咸
坑烤俄式大排,咸
蒜泥血肠,鲜
最东北烤五花肉,咸
蒜蓉开边虾,鲜
水爆肚,鲜
八旗熇黑鸭,咸
闯关东大煎饼,咸
拔丝地瓜,甜
干锅千叶豆腐,咸
白灼菜心,咸
达翰尔酱油肘子,咸
蒙古烤羊排,鲜
小花卷,咸
东北贴饼子,咸
江鱼锅,鲜
美团排骨鸡腿锅,咸
东北粉条,鲜
东北铁锅炖脊骨锅,咸
土豆,咸
大饼子,咸
玉米,鲜
山东拌菜,咸
农家鸡锅（3.5斤赠送棒蘑、土豆）,咸
白菜,鲜
香汁小米拉皮,咸
茄子,鲜
酸菜,酸
榛蘑,鲜
关东排骨锅,咸
小鸡炖蘑菇贴饼子,咸
豆角干,鲜
凉皮,咸
筋头巴脑锅,咸
干豆腐,鲜
美团双锅,咸
东北拉皮,鲜
小葱拌豆腐,咸
丁香鱼拌苦菊,鲜
野生秋木耳,甜
鸡蛋焖子,鲜
喜力啤酒,辣
鲤鱼,鲜
小笨鸡,咸
香菇,鲜
卤水鲜豆腐,鲜
美团关东丰收锅,咸
风味牛排锅,咸
蘸酱菜,咸
鱼丸,鲜
鹅肉,咸
煎豆包,甜
